CÓDIGO,DESCRIÇÃO DE SERVIÇO,UNIDADE,CUSTO UNITÁRIO,REGIÃO,ANO
ED-49203,"CAIXA PARA MEDIÇÃO, TIPO CM-3, COM VISOR DO LEITOR PARA VIA PÚBLICA (LVP), DIMENSÕES CONFORME PADRÃO CEMIG, EXCLUSIVE DISJUNTOR, INCLUSIVE INSTALAÇÃO",un,580.86,Região Norte,Planilha
ED-49210,"CAIXA PARA MEDIÇÃO, TIPO CM-4, DIMENSÕES CONFORME PADRÃO CEMIG, EXCLUSIVE DISJUNTOR, INCLUSIVE INSTALAÇÃO",un,696.58,Região Norte,Planilha
ED-20649,"CAIXA PARA MEDIÇÃO, TIPO CM-9, DIMENSÕES CONFORME PADRÃO CEMIG, EXCLUSIVE DISJUNTOR, INCLUSIVE INSTALAÇÃO",un,2536.73,Região Norte,Planilha
8943,QUADRO DE DISTRIBUIÇÃO,,,Região Norte,Planilha
ED-49506,"QUADRO DE DISTRIBUIÇÃO DE LUZ EM PVC DE EMBUTIR, ATÉ 16 DIVISÕES MODULARES, DIMENSÕES EXTERNAS 260 X 310 X 85 MM",un,170.62,Região Norte,Planilha
ED-49505,"QUADRO DE DISTRIBUIÇÃO DE LUZ EM PVC DE EMBUTIR, ATÉ 8 DIVISÕES MODULARES, DIMENSÕES EXTERNAS 160 X 240 X 89 MM",un,112.85,Região Norte,Planilha
ED-49499,QUADRO DE DISTRIBUIÇÃO PARA 12 MÓDULOS COM BARRAMENTO E CHAVE,un,196.15,Região Norte,Planilha
ED-49500,QUADRO DE DISTRIBUIÇÃO PARA 20 MÓDULOS COM BARRAMENTO 100 A,un,269.18,Região Norte,Planilha
ED-49501,QUADRO DE DISTRIBUIÇÃO PARA 24 MÓDULOS COM BARRAMENTO 100 A,un,364.53,Região Norte,Planilha
ED-49502,QUADRO DE DISTRIBUIÇÃO PARA 36 MÓDULOS COM BARRAMENTO 100 A,un,475.7,Região Norte,Planilha
ED-49503,QUADRO DE DISTRIBUIÇÃO PARA 42 MÓDULOS COM BARRAMENTO 100 A,un,798.83,Região Norte,Planilha
ED-49504,QUADRO DE DISTRIBUIÇÃO PARA 50 MÓDULOS COM BARRAMENTO 100 A,un,1071.93,Região Norte,Planilha
ED-49498,QUADRO DE DISTRIBUIÇÃO PARA 8 MÓDULOS COM BARRAMENTO E CHAVE,un,150.36,Região Norte,Planilha
8944,DISJUNTOR,,,Região Norte,Planilha
ED-49248,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 10KA, DE 100A",un,74.67,Região Norte,Planilha
ED-49249,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 10KA, DE 120A",un,230.46,Região Norte,Planilha
ED-49250,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 10KA, DE 125A",un,230.46,Região Norte,Planilha
ED-49251,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 10KA, DE 200A",un,230.46,Região Norte,Planilha
ED-49240,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 10KA, DE 25A",un,62.8,Região Norte,Planilha
ED-49241,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 10KA, DE 30A",un,62.8,Região Norte,Planilha
ED-49242,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 10KA, DE 35A",un,62.8,Região Norte,Planilha
ED-49243,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 10KA, DE 40A",un,62.8,Região Norte,Planilha
ED-49244,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 10KA, DE 50A",un,62.8,Região Norte,Planilha
ED-49245,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 10KA, DE 60A",un,74.67,Região Norte,Planilha
ED-49246,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 10KA, DE 70A",un,74.67,Região Norte,Planilha
ED-49247,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 10KA, DE 90A",un,74.67,Região Norte,Planilha
ED-49268,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 5KA, DE 10A",un,48.36,Região Norte,Planilha
ED-49281,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 5KA, DE 100A",un,65.54,Região Norte,Planilha
ED-49269,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 5KA, DE 15A",un,48.36,Região Norte,Planilha
ED-49270,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 5KA, DE 16A",un,48.36,Região Norte,Planilha
ED-49271,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 5KA, DE 20A",un,48.36,Região Norte,Planilha
ED-49272,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 5KA, DE 25A",un,48.36,Região Norte,Planilha
ED-49273,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 5KA, DE 30A",un,48.36,Região Norte,Planilha
ED-49274,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 5KA, DE 32A",un,48.36,Região Norte,Planilha
ED-49275,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 5KA, DE 35A",un,48.36,Região Norte,Planilha
ED-49276,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 5KA, DE 40A",un,50.1,Região Norte,Planilha
ED-49277,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 5KA, DE 50A",un,50.1,Região Norte,Planilha
ED-49278,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 5KA, DE 60A",un,59.98,Região Norte,Planilha
ED-49279,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 5KA, DE 70A",un,65.54,Região Norte,Planilha
ED-49280,"DISJUNTOR BIPOLAR TERMOMAGNÉTICO 5KA, DE 90A",un,65.54,Região Norte,Planilha
ED-15114,"DISJUNTOR DE PROTEÇÃO DIFERENCIAL RESIDUAL (DR), BIPOLAR, TIPO DIN, CORRENTE NOMINAL DE 25A, ALTA SENSIBILIDADE, CORRENTE DIFERENCIAL RESIDUAL NOMINAL COM ATUAÇÃO DE 30MA",un,118.07,Região Norte,Planilha
ED-15115,"DISJUNTOR DE PROTEÇÃO DIFERENCIAL RESIDUAL (DR), BIPOLAR, TIPO DIN, CORRENTE NOMINAL DE 40A, ALTA SENSIBILIDADE, CORRENTE DIFERENCIAL RESIDUAL NOMINAL COM ATUAÇÃO DE 30MA",un,123.11,Região Norte,Planilha
ED-15116,"DISJUNTOR DE PROTEÇÃO DIFERENCIAL RESIDUAL (DR), BIPOLAR, TIPO DIN, CORRENTE NOMINAL DE 63A, ALTA SENSIBILIDADE, CORRENTE DIFERENCIAL RESIDUAL NOMINAL COM ATUAÇÃO DE 30MA",un,140.1,Região Norte,Planilha
ED-15117,"DISJUNTOR DE PROTEÇÃO DIFERENCIAL RESIDUAL (DR), TETRAPOLAR, TIPO DIN, CORRENTE NOMINAL DE 63A, ALTA SENSIBILIDADE, CORRENTE DIFERENCIAL RESIDUAL NOMINAL COM ATUAÇÃO DE 30MA",un,151.12,Região Norte,Planilha
ED-49228,"DISJUNTOR MONOPOLAR TERMOMAGNÉTICO 5KA, DE 10A",un,21.69,Região Norte,Planilha
ED-49229,"DISJUNTOR MONOPOLAR TERMOMAGNÉTICO 5KA, DE 15A",un,21.69,Região Norte,Planilha
ED-49230,"DISJUNTOR MONOPOLAR TERMOMAGNÉTICO 5KA, DE 16A",un,21.69,Região Norte,Planilha
ED-49231,"DISJUNTOR MONOPOLAR TERMOMAGNÉTICO 5KA, DE 20A",un,21.69,Região Norte,Planilha
ED-49232,"DISJUNTOR MONOPOLAR TERMOMAGNÉTICO 5KA, DE 25A",un,21.69,Região Norte,Planilha
ED-49233,"DISJUNTOR MONOPOLAR TERMOMAGNÉTICO 5KA, DE 30A",un,21.69,Região Norte,Planilha
ED-49234,"DISJUNTOR MONOPOLAR TERMOMAGNÉTICO 5KA, DE 32A",un,21.69,Região Norte,Planilha
ED-49235,"DISJUNTOR MONOPOLAR TERMOMAGNÉTICO 5KA, DE 35A",un,27.12,Região Norte,Planilha
ED-49236,"DISJUNTOR MONOPOLAR TERMOMAGNÉTICO 5KA, DE 40A",un,27.12,Região Norte,Planilha
ED-49237,"DISJUNTOR MONOPOLAR TERMOMAGNÉTICO 5KA, DE 50A",un,27.12,Região Norte,Planilha
ED-49238,"DISJUNTOR MONOPOLAR TERMOMAGNÉTICO 5KA, DE 60A",un,35.35,Região Norte,Planilha
ED-49239,"DISJUNTOR MONOPOLAR TERMOMAGNÉTICO 5KA, DE 70A",un,35.35,Região Norte,Planilha
ED-49294,DISJUNTOR TERMOMAGNÉTICO 150A PARA MEDIDOR,un,309.57,Região Norte,Planilha
ED-49252,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 10KA, DE 10A",un,92.48,Região Norte,Planilha
ED-49263,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 10KA, DE 100A",un,115.24,Região Norte,Planilha
ED-49264,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 10KA, DE 120A",un,312.75,Região Norte,Planilha
ED-49265,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 10KA, DE 125A",un,312.75,Região Norte,Planilha
ED-49253,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 10KA, DE 15A",un,92.48,Região Norte,Planilha
ED-49267,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 10KA, DE 175A",un,312.75,Região Norte,Planilha
ED-49254,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 10KA, DE 20A",un,92.48,Região Norte,Planilha
ED-49266,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 10KA, DE 200A",un,336.13,Região Norte,Planilha
ED-49255,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 10KA, DE 25A",un,92.48,Região Norte,Planilha
ED-49256,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 10KA, DE 30A",un,92.48,Região Norte,Planilha
ED-49257,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 10KA, DE 35A",un,92.48,Região Norte,Planilha
ED-49258,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 10KA, DE 40A",un,92.48,Região Norte,Planilha
ED-49259,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 10KA, DE 50A",un,92.48,Região Norte,Planilha
ED-49260,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 10KA, DE 60A",un,115.24,Região Norte,Planilha
ED-49261,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 10KA, DE 70A",un,115.24,Região Norte,Planilha
ED-49262,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 10KA, DE 90A",un,115.24,Região Norte,Planilha
ED-49282,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 5KA, DE 10A",un,91.19,Região Norte,Planilha
ED-49293,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 5KA, DE 100A",un,106.25,Região Norte,Planilha
ED-49283,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 5KA, DE 15A",un,91.19,Região Norte,Planilha
ED-49284,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 5KA, DE 20A",un,91.19,Região Norte,Planilha
ED-49285,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 5KA, DE 25A",un,91.19,Região Norte,Planilha
ED-49286,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 5KA, DE 30A",un,91.19,Região Norte,Planilha
ED-49287,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 5KA, DE 35A",un,91.19,Região Norte,Planilha
ED-49288,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 5KA, DE 40A",un,91.19,Região Norte,Planilha
ED-49289,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 5KA, DE 50A",un,105.68,Região Norte,Planilha
ED-49290,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 5KA, DE 60A",un,106.25,Região Norte,Planilha
ED-49291,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 5KA, DE 70A",un,106.25,Região Norte,Planilha
ED-49292,"DISJUNTOR TRIPOLAR TERMOMAGNÉTICO 5KA, DE 90A",un,106.25,Região Norte,Planilha
8945,SUPRESSOR DE SURTO,,,Região Norte,Planilha
ED-49528,SUPRESSOR DE SURTO PARA PROTEÇÃO DE CENTRAL DE TELECOMUNICAÇÕES,un,287.87,Região Norte,Planilha
ED-49527,"SUPRESSOR DE SURTO PARA PROTEÇÃO PRIMÁRIA EM QGD, ATÉ 1,5 KV - 5 KA",un,298.72,Região Norte,Planilha
8947,QUADRO DE COMANDO,,,Região Norte,Planilha
ED-49507,"QUADRO DE COMANDO PARA BOMBA P = 0,5 CV, RECALQUE",un,244.58,Região Norte,Planilha
ED-49508,"QUADRO DE COMANDO PARA BOMBA P = 1,0 CV, RECALQUE",un,253.27,Região Norte,Planilha
ED-49509,"QUADRO DE COMANDO PARA BOMBA P = 1,5 CV, RECALQUE",un,257.02,Região Norte,Planilha
ED-49510,"QUADRO DE COMANDO PARA BOMBA P = 2,0 CV, RECALQUE",un,310.06,Região Norte,Planilha
ED-49511,"QUADRO DE COMANDO PARA BOMBA P = 2,5 CV, RECALQUE",un,312.25,Região Norte,Planilha
ED-49512,"QUADRO DE COMANDO PARA BOMBA P = 3,0 CV, RECALQUE",un,315.53,Região Norte,Planilha
ED-50184,"QUADRO DE FORÇA PARA MOTOR DE 3,0 CV, 220V, TRIFÁSICO, CONTENDO DISPOSITIVO PARA PARTIDA MANUAL E AUTOMÁTICA ATRAVÉS DE PRESSOSTATO E SAÍDA PARA ALARME DE BOMBA EM FUNCIONAMENTO",U,492.21,Região Norte,Planilha
8949,CONECTOR,,,Região Norte,Planilha
ED-48701,"TERMINAL PARA ATERRAMENTO E CONEXÃO DE QUADRO/PAINEL ELÉTRICO, TIPO PARAFUSO FENDIDO DE APERTO, EM LATÃO ESTANHADO, DIÂMETRO DERIVAÇÃO 2,5MM2-25MM2, INCLUSIVE INSTALAÇÃO",un,9.67,Região Norte,Planilha
8950,ILUMINAÇÃO PÚBLICA E EXTERNA,,,Região Norte,Planilha
ED-49172,"CAIXA ALVENARIA 70 X 70 X 50 CM PARA REFLETOR, COM GRADE, TIPO 1, INCLUSIVE ESCAVAÇÃO, REATERRO E BOTA-FORA",un,609.76,Região Norte,Planilha
ED-49173,"CAIXA ALVENARIA 90 X 90 X 65 CM PARA REFLETOR, COM GRADE, TIPO 2, INCLUSIVE ESCAVAÇÃO, REATERRO E BOTA-FORA",un,937.77,Região Norte,Planilha
ED-49497,"POSTE TELECÔNICO RETO, H = 9,00 M EM AÇO GALVANIZADO , (LIVRE)",un,1760.16,Região Norte,Planilha
ED-49523,"RELÉ FOTOELÉTRICO, TENSÃO 120V COM CAPACIDADE DE CARGA 1200VA, INCLUSIVE BASE E INSTALAÇÃO",un,39.61,Região Norte,Planilha
ED-49524,"RELÉ FOTOELÉTRICO, TENSÃO 220V COM CAPACIDADE DE CARGA 1800VA, INCLUSIVE BASE E INSTALAÇÃO",un,44.13,Região Norte,Planilha
8951,SIRENE,,,Região Norte,Planilha
ED-49526,"SIRENE DE ALTA POTÊNCIA, TIMBRE Ø 150MM, 100DCB",un,425.75,Região Norte,Planilha
ED-49525,SIRENE PARA ALCANCE ATÉ 500 M REF. RT-10,un,504.38,Região Norte,Planilha
8952,SISTEMA DE NOBREAK,,,Região Norte,Planilha
ED-48371,"ESTABILIZADOR 127V, 60HZ - 5,0KVA",U,709.23,Região Norte,Planilha
8682,INSTALAÇÕES DE REDE LÓGICA E TELEFONIA,,,Região Norte,Planilha
8954,FIO E CABO PARA REDE LÓGICA,,,Região Norte,Planilha
ED-48365,CABO UTP 4 PARES CATEGORIA 6 COM REVESTIMENTO EXTERNO NÃO PROPAGANTE A CHAMA,m,8.59,Região Norte,Planilha
8955,FIO E CABO TELEFÔNICO,,,Região Norte,Planilha
ED-48936,CABO TELEFÔNICO CCE-APL-50.2,m,21.85,Região Norte,Planilha
ED-48937,CABO TELEFÔNICO CCE-APL-50.3,m,22.74,Região Norte,Planilha
ED-48938,CABO TELEFÔNICO CCE-APL-50.4,m,23.21,Região Norte,Planilha
ED-48939,CABO TELEFÔNICO CCE-APL-50.5,m,23.33,Região Norte,Planilha
ED-48940,CABO TELEFÔNICO CCE-APL-50.6,m,25.19,Região Norte,Planilha
ED-48931,CABO TELEFÔNICO CI 50.10,m,12.48,Região Norte,Planilha
ED-48935,CABO TELEFÔNICO CI 50.100,m,82.43,Região Norte,Planilha
ED-48932,CABO TELEFÔNICO CI 50.20,m,20.36,Região Norte,Planilha
ED-48933,CABO TELEFÔNICO CI 50.30,m,30.36,Região Norte,Planilha
ED-48934,CABO TELEFÔNICO CI 50.50,m,56.7,Região Norte,Planilha
ED-48941,CABO TELEFÔNICO CTP-APL-5N 50.10,m,46.35,Região Norte,Planilha
ED-48945,CABO TELEFÔNICO CTP-APL-5N 50.100,m,108.26,Região Norte,Planilha
ED-48942,CABO TELEFÔNICO CTP-APL-5N 50.20,m,53.47,Região Norte,Planilha
ED-48943,CABO TELEFÔNICO CTP-APL-5N 50.30,m,62.01,Região Norte,Planilha
ED-48944,CABO TELEFÔNICO CTP-APL-5N 50.50,m,72.03,Região Norte,Planilha
ED-49341,FIO TELEFÔNICO EXTERNO 2 X 100 - FE,m,6.01,Região Norte,Planilha
ED-49340,"FIO TELEFÔNICO (FI) EM COBRE ELETROLÍTICO ESTANHADO DE SEÇÃO MACIÇA, ESP. 0,60MM (2X0,60MM), UM (1) PAR TORCIDO, ISOLAMENTO EM CLORETO DE POLIVINILA (PVC) - FORNECIMENTO E INSTALAÇÃO",m,3.62,Região Norte,Planilha
8956,TOMADA PARA REDE LÓGICA E TELEFONIA,,,Região Norte,Planilha
ED-15762,"CONJUNTO DE DUAS (2) TOMADAS DE DADOS (CONECTOR RJ45 CAT.6E), COM PLACA 4""X2"" DE DOIS (2) POSTOS, INCLUSIVE FORNECIMENTO, INSTALAÇÃO, SUPORTE, MÓDULO E PLACA",un,63.31,Região Norte,Planilha
ED-15794,"CONJUNTO DE DUAS (2) TOMADAS DE DADOS (CONECTOR RJ45 CAT.6E), COM PLACA 4""X4"" DE DOIS (2) POSTOS, INCLUSIVE FORNECIMENTO, INSTALAÇÃO, SUPORTE, MÓDULO E PLACA",un,67.05,Região Norte,Planilha
ED-15795,"CONJUNTO DE DUAS (2) TOMADAS TELEFÔNICAS (CONECTOR RJ11), COM PLACA 4""X4"" DE DOIS (2) POSTOS, INCLUSIVE FORNECIMENTO, INSTALAÇÃO, SUPORTE, MÓDULO E PLACA",un,45.49,Região Norte,Planilha
ED-15752,"CONJUNTO DE UMA (1) TOMADA DE DADOS (CONECTOR RJ45 CAT.6E), COM PLACA 4""X2"" DE UM (1) POSTO, INCLUSIVE FORNECIMENTO, INSTALAÇÃO, SUPORTE, MÓDULO E PLACA",un,35.88,Região Norte,Planilha
ED-15751,"CONJUNTO DE UMA (1) TOMADA TELEFÔNICA (CONECTOR RJ11), COM PLACA 4""X2"" DE UM (1) POSTO, INCLUSIVE FORNECIMENTO, INSTALAÇÃO, SUPORTE, MÓDULO E PLACA",un,25.1,Região Norte,Planilha
ED-15760,"CONJUNTO DE UMA (1) TOMADA TELEFÔNICA (CONECTOR RJ11) E UMA (1) TOMADA DE DADOS (CONECTOR RJ45 CAT.6E), COM PLACA 4""X2"" DE DOIS (2) POSTOS, INCLUSIVE FORNECIMENTO, INSTALAÇÃO, SUPORTE, MÓDULO E PLACA",un,56.82,Região Norte,Planilha
ED-49119,"CONJUNTO PARA CONDULETE DE 3/4"" (20MM) COM UMA (1) TOMADA DE DADOS OU TELEFONIA (CONECTOR RJ45 CAT.6E OU RJ11) E PLACA DE UM (1) POSTO, INCLUSIVE FORNECIMENTO, INSTALAÇÃO, SUPORTE, MÓDULO E PLACA, EXCLUSIVE CONDULETE",un,33.7,Região Norte,Planilha
ED-5630,"MÓDULO PARA REDE (CONECTOR RJ45 CAT.5E), INCLUSIVE FORNECIMENTO E INSTALAÇÃO, EXCLUSIVE PLACA E SUPORTE",un,26.59,Região Norte,Planilha
ED-5631,"MÓDULO PARA REDE (CONECTOR RJ45 CAT.6E), INCLUSIVE FORNECIMENTO E INSTALAÇÃO, EXCLUSIVE PLACA E SUPORTE",un,27.03,Região Norte,Planilha
ED-5629,"MÓDULO PARA TELEFONE (CONECTOR RJ11), INCLUSIVE FORNECIMENTO E INSTALAÇÃO, EXCLUSIVE PLACA E SUPORTE",un,16.25,Região Norte,Planilha
ED-48383,"TOMADA PARA LÓGICA COM CAIXA SISTEMA ""X"", APARENTE",cj,152.24,Região Norte,Planilha
8957,CERTIFICAÇÃO DE REDE LÓGICA,,,Região Norte,Planilha
ED-48367,CERTIFICAÇÃO DE GARANTIA DE TRANSMISSÃO DE CABOS LÓGICOS - CATEGORIA 5E,U,13.83,Região Norte,Planilha
ED-48368,CERTIFICAÇÃO DE GARANTIA DE TRANSMISSÃO DE CABOS LÓGICOS CAT. 5/6,U,13.76,Região Norte,Planilha
8958,RACK E  ACESSÓRIOS,,,Região Norte,Planilha
ED-48362,ANILHA (MARCADOR) PARA IDENTIFICAÇÃO DE CABOS (# 16 MM2) - 500 UN,U,69.59,Região Norte,Planilha
ED-48361,ANILHA (MARCADOR) PARA IDENTIFICAÇÃO DE CABOS (# 6 MM2) - 500 UN,U,54.59,Região Norte,Planilha
ED-48376,"GAVETA DE VENTILAÇÃO COM 4 VENTILADORES PARA RACK 19""",cj,382.39,Região Norte,Planilha
ED-48377,"ORGANIZADOR DE CABOS DE 1U PARA RACK 19""",cj,132.78,Região Norte,Planilha
ED-48372,"PATCH CORD RJ45/RJ45 UTP-4P METÁLICO CATEGORIA 6, PINAGEM T568A NA COR AZUL (VOZ), COMPRIMENTO 3 METROS",cj,27.37,Região Norte,Planilha
ED-48373,"PATCH PANEL 24 POSIÇÕES, CATEGORIA COM GUIA TRASEIRO",cj,1329.62,Região Norte,Planilha
ED-48374,"PATCH PANEL 48 POSIÇÕES, CATEGORIA COM GUIA TRASEIRO",cj,1716.48,Região Norte,Planilha
ED-48375,"RÉGUA COM 8 TOMADAS (2P+T), PARA FIXAÇÃO NO RACK DE 19"" (1U)",un,71.72,Região Norte,Planilha
ED-48378,"TAMPA CEGA DE 1U PARA RACK 19""",cj,10.58,Região Norte,Planilha
8683,SISTEMAS DE CFTV,,,Região Norte,Planilha
8960,FIO E CABO PARA CFTV,,,Região Norte,Planilha
ED-48364,"CABO COAXIAL RG-59, IMPEDÂNCIA 75 OHM, CONDUTOR EM FIO DE COBRE NU, BLINDAGEM TRANÇA FORMADA POR FIOS DE COBRE MALHA 90%",m,6.28,Região Norte,Planilha
ED-48363,CABO COAXIAL RG-59-75 OHMS,m,5.71,Região Norte,Planilha
8684,INSTALAÇÕES DE SPDA,,,Região Norte,Planilha
8961,HASTE PARA ATERRAMENTO,,,Região Norte,Planilha
ED-49343,"HASTE DE AÇO COBREADA PARA ATERRAMENTO DIÂMETRO 3/4""X 2400 MM,CONFORME PADRÕES TELEBRÁS",U,182.49,Região Norte,Planilha
ED-49342,"HASTE DE AÇO COBREADA PARA ATERRAMENTO DIÂMETRO 3/4""X 3000 MM,CONFORME PADRÕES TELEBRÁS",U,156.98,Região Norte,Planilha
ED-51067,"HASTE PARA ATERRAMENTO, ALTA CAMADA, 3/4"" X 3M",U,349.42,Região Norte,Planilha
8962,CAIXA DE INSPEÇÃO,,,Região Norte,Planilha
ED-51056,CAIXA DE INSPEÇÃO EM CIMENTO AGREGADO 300X300 MM COM TAPA EM FERRO FUNDIDO,un,126.09,Região Norte,Planilha
ED-51055,"CAIXA DE INSPEÇÃO EM PVC, DIÂMETRO DE 30CM, ALTURA DE 30CM, COM TAMPA EM FERRO FUNDIDO, EXCLUSIVE HASTE DE ATERRAMENTO, INCLUSIVE INSTALAÇÃO",un,97.81,Região Norte,Planilha
8963,ATERRAMENTO,,,Região Norte,Planilha
ED-48700,"ATERRAMENTO COM HASTES COPPERWELD, DIÂMETRO DE  5/8"", COMPRIMENTO DE 240CM, EXCLUSIVE CABO E CAIXA PARA ATERRAMENTO, INCLUSIVE GRAMPO PARA HASTE E INSTALAÇÃO",un,327.79,Região Norte,Planilha
ED-48702,"CAIXA PRÉ MOLDADA PARA ATERRAMENTO COM TAMPA DE CONCRETO 25 x 25 x 50 CM, INCLUSIVE ESCAVAÇÃO E BOTA FORA",U,112.43,Região Norte,Planilha
8964,CAIXA DE EQUALIZAÇÃO,,,Região Norte,Planilha
ED-51052,"CAIXA DE EQUALIZAÇÃO DE EMBUTIR COM SAIDAS NAS PARTES SUPERIOR E INFERIOR PARA ELETRODUTO DE 25MM (1""), 20 X 20 X 14 MM, COM NOVE TERMINAIS",U,203.46,Região Norte,Planilha
ED-51053,CAIXA DE EQUALIZAÇÃO PARA USO INTERNO COM 9 TERMINAIS 210X210X90MM EM AÇO,U,190.22,Região Norte,Planilha
ED-51054,CAIXA DE EQUALIZAÇÃO PARA USO INTERNO E EXTERNO COM 9 TERMINAIS 380X320X175MM EM AÇO E ACABAMENTO EM EPOXI,U,274.81,Região Norte,Planilha
8965,PROTEÇÃO CONTRA SURTO,,,Região Norte,Planilha
ED-51066,FUSÍVEL DIAZED RETARDADO 35A,U,5.03,Região Norte,Planilha
ED-51065,FUSÍVEL DIAZED RETARDADO 63A,U,21.01,Região Norte,Planilha
ED-51092,"VLC SLIM CLASSE 1 275V 12,5/60kA",U,98.91,Região Norte,Planilha
8966,"BARRA CHATA,CHAPA E FITA METÁLICA",,,Região Norte,Planilha
ED-51018,"BARRA CHATA DE ALUMÍNIO 3/4"" X 1/4"" X 3M",U,19.4,Região Norte,Planilha
ED-51019,"BARRA CHATA DE ALUMÍNIO 7/8"" X 1/8"" X 3M",U,27.14,Região Norte,Planilha
ED-51049,"CURVA DE ALUMÍNIO 3/4"" X 1/4"" X 300MM",U,6.77,Região Norte,Planilha
ED-51050,"CURVA DE ALUMÍNIO 7/8"" X 1/8"" X 300MM",U,4.72,Região Norte,Planilha
ED-51051,"CURVA DE COBRE 3/4"" X 3/16"" X 300MM",U,21.72,Região Norte,Planilha
ED-24042,FORNECIMENTO E INSTALAÇÃO DE FITA SUBTERRÂNEA PARA SINALIZAÇÃO DE REDES OU TUBULAÇÕES,m,4.49,Região Norte,Planilha
8967,BARRA REDONDA DE AÇO GALVANIZADA À FOGO,,,Região Norte,Planilha
ED-51022,RE-BAR 10MM X 3M COM 3 CLIPS PARA EMENDA 8-10MM,U,67.1,Região Norte,Planilha
ED-51023,"RE-BAR 3/8"" X 3,4M COM 3 CLIPS PARA EMENDA 8-10MM",U,64.86,Região Norte,Planilha
ED-51021,RE-BAR 8MM X 4M COM 3 CLIPS PARA EMENDA 8-10MM,U,58.05,Região Norte,Planilha
8968,CABO DE ALUMÍNIO NÚ,,,Região Norte,Planilha
ED-13943,"CABO DE ALUMÍNIO NU SEM ALMA 2/0 AWG 7 FIOSX3,50MM, PARA ELEMENTOS DE CAPTAÇÃO/ ANEL DE CINTAMENTO/ DESCIDA (SPDA), INCLUSIVE SUPORTE E ISOLADOR",m,17.59,Região Norte,Planilha
ED-13937,"CABO DE ALUMÍNIO NU SEM ALMA 2/0 AWG 7 FIOSX3,50MM, PARA ELEMENTOS DE CAPTAÇÃO/ANEL DE CINTAMENTO (SPDA), INCLUSIVE PRESILHA DE FIXAÇÃO",m,14.97,Região Norte,Planilha
8969,CABO DE COBRE NÚ,,,Região Norte,Planilha
ED-13938,"CABO DE COBRE NU #16MM2 - 7 FIOSX1,70MM, PARA ELEMENTOS  DE CAPTAÇÃO/ ANEL DE CINTAMENTO/ DESCIDA (SPDA), INCLUSIVE SUPORTE E ISOLADOR",m,23.21,Região Norte,Planilha
